date,close,high,low,open,volume,weightedAverage
2015-02-19 08:00:00,244.0,244.0,225.0,225.0,46.27631267,239.62777823
2015-02-20 08:00:00,240.25,245.0,240.25,240.25011809,55.894897,242.56847926
2015-02-21 08:00:00,245.0,245.0,245.0,245.0,14.72223865,245.0
2015-02-22 08:00:00,235.0,249.0,235.0,245.0,129.12124785,239.53260845
2015-02-23 08:00:00,235.0,235.001,235.0,235.00000236,96.56756248,235.00006166
2015-02-24 08:00:00,239.75,239.75,235.0,235.0,149.15439319,237.98117682
2015-02-25 08:00:00,237.75,239.75,237.75,239.75,221.58409525,238.89172165
2015-02-26 08:00:00,238.5,239.79999999,237.75,237.75,0.15548793,239.11656336
2015-02-27 08:00:00,249.0,249.0,238.49999999,238.49999999,383.75542307,241.5018254
2015-02-28 08:00:00,240.00006025,251.0,240.0,240.0,17.14733576,240.39404068
2015-03-01 08:00:00,251.0,251.0,240.0001205,240.0001205,0.31771523,250.20296503
2015-03-02 08:00:00,269.0,269.0,251.0,252.0,98.06380478,258.72187431
2015-03-03 08:00:00,267.21999999,274.5,255.0,268.0,442.98306981,265.33996593
2015-03-04 08:00:00,280.0,280.00000001,258.87499998,258.87499998,245.88902268,279.75011668
2015-03-05 08:00:00,257.00012,280.89,257.0,257.0,117.44068512,263.14438207
2015-03-06 08:00:00,260.0,271.00199999,260.0,269.00014063,84.1979488,265.37807701
2015-03-07 08:00:00,260.00000522,260.00000522,260.00000522,260.00000522,0.1819948,260.00000522
2015-03-08 08:00:00,260.00003101,275.002,260.000031,265.0,30.90034888,260.21291648
2015-03-09 08:00:00,264.00000533,285.0,260.00003101,260.00003101,128.36703757,279.86069382
2015-03-10 08:00:00,291.0,291.0,264.00006385,264.00006385,54.9617595,287.31265878
2015-03-11 08:00:00,276.00000001,292.95011129,276.00000001,279.00010602,42.51193654,284.76571831
2015-03-12 08:00:00,276.00000112,289.00010602,276.0,289.00010602,2.90989245,276.17940134
2015-03-13 08:00:00,275.11000009,300.99999959,275.11000009,276.00000111,57.61315621,285.35950289
2015-03-14 08:00:00,275.10000036,275.1100001,275.1,275.1100001,48.31005732,275.1082683
2015-03-15 08:00:00,282.10800036,282.10800036,275.1,275.10000036,29.45410779,275.34331594
2015-03-16 08:00:00,275.0,300.9999995,275.0,300.9999995,25.56468549,289.6752039
2015-03-17 08:00:00,275.00000003,275.00000003,275.00000003,275.00000003,0.00903375,275.00000003
2015-03-18 08:00:00,262.09000001,282.00000001,262.09000001,275.00000009,164.91127158,264.78697503
2015-03-19 08:00:00,264.84631516,267.01000006,248.82158047,267.01000006,713.90420443,257.54994595
2015-03-20 08:00:00,263.56083094,267.97667574,254.82343263,254.89895127,132.72576304,262.99998749
2015-03-21 08:00:00,263.19298262,263.56083094,254.69135706,263.56083094,201.15512365,262.73167508
2015-03-22 08:00:00,267.51684843,267.51684843,263.77341,265.13784797,64.37844695,264.70379947
