date,close,high,low,open,volume,weightedAverage
2015-08-08 08:00:00,1.40000001,1.85,0.50000021,1.65,274.00396842,1.5520836
2015-08-09 08:00:00,1.40000001,1.40000001,1.40000001,1.40000001,0.0,1.40000001
2015-08-10 08:00:00,1.40000001,1.40000001,1.40000001,1.40000001,0.0,1.40000001
2015-08-11 08:00:00,1.1,1.14,0.55000001,0.66000001,242.97597267,0.96604163
2015-08-12 08:00:00,1.38,1.39999999,0.9000006,1.05000001,476.80721125,1.17920951
2015-08-13 08:00:00,2.14,2.15,1.3,1.3,586.28685437,1.68551944
2015-08-14 08:00:00,2.15,2.15,2.14,2.14,53.47671417,2.14598767
2015-08-15 08:00:00,1.5,2.19999999,1.15000001,1.625,53.22324566,1.58272702
2015-08-16 08:00:00,1.12000001,1.77,1.11,1.769999,226.15014674,1.1329485
2015-08-17 08:00:00,1.52,1.7699999,1.34,1.7699999,37.0916939,1.41273736
2015-08-18 08:00:00,1.01,1.565,1.01,1.565,98.82704105,1.07244253
2015-08-19 08:00:00,1.3,1.4,1.085,1.085,87.58378257,1.32341369
2015-08-20 08:00:00,1.72999995,1.72999995,1.25000001,1.25000001,531.46756942,1.47390504
2015-08-21 08:00:00,1.5,1.72999367,1.44,1.4410014,442.62231134,1.45503244
2015-08-22 08:00:00,1.33000064,1.33000064,1.33000064,1.33000064,0.78393859,1.33000064
2015-08-23 08:00:00,1.49999999,1.49999999,1.33000259,1.34,91.27808721,1.40216461
2015-08-24 08:00:00,1.3,1.39999999,1.2399999,1.33002077,193.68282044,1.30031835
2015-08-25 08:00:00,1.05,1.39999998,1.05,1.05100001,28.90941094,1.05179894
2015-08-26 08:00:00,1.00000001,1.14,1.00000001,1.09999999,86.32559332,1.05681729
2015-08-27 08:00:00,1.27,1.27,1.27,1.27,0.00242509,1.27
2015-08-28 08:00:00,1.06000001,1.1,1.06000001,1.1,1.10203059,1.09579634
2015-08-29 08:00:00,1.06000001,1.06000001,1.06000001,1.06000001,0.0,1.06000001
2015-08-30 08:00:00,1.27,1.27,1.23,1.23,2253.77337651,1.24994377
2015-08-31 08:00:00,1.3,1.3,1.28,1.28,340.89395747,1.29198944
2015-09-01 08:00:00,1.2500005,1.39099999,1.18000001,1.18000001,229.54413849,1.34144331
2015-09-02 08:00:00,1.26000132,1.26000132,1.26000045,1.26000045,49.09494082,1.26000125
2015-09-03 08:00:00,1.37,1.37339966,1.2194,1.26000001,240.98560989,1.25590234
2015-09-04 08:00:00,1.21939998,1.21940001,1.21939998,1.21940001,18.761915,1.2194
2015-09-05 08:00:00,1.37336823,1.37336823,1.16100001,1.37336823,58.25197845,1.27408752
2015-09-06 08:00:00,1.21,1.21000001,1.16100001,1.16100001,47.54837816,1.19435013
2015-09-07 08:00:00,1.34999985,1.34999999,1.16200001,1.16200001,432.68436497,1.34963043
2015-09-08 08:00:00,1.34999985,1.34999985,1.34999985,1.34999985,0.0,1.34999985
2015-09-09 08:00:00,1.29999946,1.29999946,1.29999945,1.29999945,23.94201004,1.29999945
2015-09-10 08:00:00,1.16,1.299999,1.16,1.20000307,2763.80410146,1.17679784
2015-09-11 08:00:00,0.99989886,1.28199965,0.83000002,1.28199965,987.9305907,1.10368255
2015-09-12 08:00:00,1.27999999,1.28199911,0.87,0.98999999,252.13814659,1.03100709
2015-09-13 08:00:00,1.18998875,1.18998875,0.87,1.0000017,95.35441205,1.00015467
2015-09-14 08:00:00,0.87100002,0.87100002,0.87100002,0.87100002,0.44598807,0.87100002
2015-09-15 08:00:00,0.88850004,1.02899704,0.87100002,1.02899704,1.21148918,0.89801375
2015-09-16 08:00:00,0.9999988,1.01999874,0.88851638,1.01999874,8.55056382,0.99928049
2015-09-17 08:00:00,0.84,0.88851841,0.84,0.8885184,87.11271994,0.87237047
2015-09-18 08:00:00,0.85,0.87,0.85,0.87,38.7,0.86
2015-09-19 08:00:00,0.9599746,0.95998699,0.84050002,0.95998699,0.51859387,0.95569557
2015-09-20 08:00:00,0.95995281,0.95995281,0.95995281,0.95995281,0.35354961,0.95995281
2015-09-21 08:00:00,0.8915,0.97,0.8915,0.95995205,147.70917371,0.95779638
