date,close,high,low,open,volume,weightedAverage
2015-02-17 08:00:00,0.099,0.099,0.01,0.01,0.99999999,0.08154597
2015-02-18 08:00:00,0.099,0.099,0.099,0.099,0.0,0.099
2015-02-19 08:00:00,0.26000001,0.35,0.08859999,0.08859999,41.33583598,0.24135684
2015-02-20 08:00:00,0.25,0.26000001,0.25,0.26000001,28.84621412,0.25993561
2015-02-21 08:00:00,0.25,0.25,0.25,0.25,0.0,0.25
2015-02-22 08:00:00,0.295,0.32,0.27,0.27,11.64215938,0.29601534
2015-02-23 08:00:00,0.35,0.35,0.295,0.31699999,49.94138564,0.32269804
2015-02-24 08:00:00,0.25,0.38,0.25,0.38,1.93752385,0.29955348
2015-02-25 08:00:00,0.25000101,0.25000101,0.25000101,0.25000101,0.0002745,0.25000101
2015-02-26 08:00:00,0.25000101,0.379999,0.25000101,0.379999,0.08290054,0.31526395
2015-02-27 08:00:00,0.25000111,0.25000111,0.25000111,0.25000111,0.00551047,0.25000111
2015-02-28 08:00:00,0.35,0.5499,0.25000112,0.25000112,16.51404768,0.40982763
2015-03-01 08:00:00,0.35,0.35,0.35,0.35,0.0,0.35
2015-03-02 08:00:00,0.5399,0.5399,0.5399,0.5399,0.55014872,0.5399
2015-03-03 08:00:00,0.497,0.497,0.35,0.35,0.17561324,0.37612921
2015-03-04 08:00:00,0.497,0.497,0.497,0.497,0.0,0.497
2015-03-05 08:00:00,0.26,0.26,0.26,0.26,0.00014589,0.26
2015-03-06 08:00:00,0.497,0.497,0.497,0.497,0.5468944,0.497
2015-03-07 08:00:00,0.497,0.497,0.497,0.497,0.00129739,0.497
2015-03-08 08:00:00,0.49699999,0.49699999,0.26,0.49699999,0.23904069,0.47878706
2015-03-09 08:00:00,0.25000223,0.5399,0.25000223,0.49699999,4.21704992,0.52386987
2015-03-10 08:00:00,0.5399,0.5399,0.5399,0.5399,6.8e-07,0.5399
2015-03-11 08:00:00,0.2611,0.8399,0.261,0.261,5.79880263,0.26577464
2015-03-12 08:00:00,0.2611,0.2611,0.2611,0.2611,0.0,0.2611
2015-03-13 08:00:00,0.8,0.81,0.6,0.81,3.28134288,0.79592566
2015-03-14 08:00:00,0.79984729,0.79984729,0.6,0.60000001,13.32493425,0.60007435
2015-03-15 08:00:00,0.79984728,0.79984728,0.6,0.60000006,0.03214529,0.6303237
2015-03-16 08:00:00,0.40000001,0.7998473,0.40000001,0.79984728,10.9470935,0.79766841
2015-03-17 08:00:00,0.40000001,0.40000001,0.40000001,0.40000001,0.0,0.40000001
2015-03-18 08:00:00,0.40000001,0.40000001,0.40000001,0.40000001,0.0,0.40000001
2015-03-19 08:00:00,0.40000001,0.40000001,0.40000001,0.40000001,0.0,0.40000001
2015-03-20 08:00:00,0.40000001,0.40000001,0.40000001,0.40000001,0.00105968,0.40000001
2015-03-21 08:00:00,0.99999997,0.99999997,0.40000001,0.40000001,0.06911283,0.9148438
2015-03-22 08:00:00,0.26110001,0.87799298,0.2611,0.87799296,2.29393503,0.68858066
2015-03-23 08:00:00,0.26110001,0.26110001,0.26110001,0.26110001,0.00187981,0.26110001
2015-03-24 08:00:00,0.27800001,0.87799221,0.27800001,0.87799221,0.05643934,0.77175883
2015-03-25 08:00:00,0.87799222,0.87799222,0.278,0.87799221,1.43341181,0.78111164
2015-03-26 08:00:00,0.27800112,0.27800112,0.27800112,0.27800112,0.00871923,0.27800112
2015-03-27 08:00:00,0.27800112,0.87799219,0.27800112,0.27800112,0.02139243,0.64416664
2015-03-28 08:00:00,0.87799216,0.87799216,0.27800113,0.27800113,0.06532317,0.42207175
2015-03-29 08:00:00,0.27800116,0.27800116,0.27800116,0.27800116,0.00283664,0.27800116
2015-03-30 08:00:00,0.84999988,0.87799298,0.27801119,0.27801119,3.06609476,0.85801005
2015-03-31 08:00:00,0.3100067,3.0,0.3100067,0.99999707,0.42106871,1.00266443
2015-04-01 08:00:00,0.33,0.33,0.33,0.33,0.00287713,0.33
2015-04-02 08:00:00,0.33,0.33,0.33,0.33,0.0,0.33
2015-04-03 08:00:00,0.33,0.33,0.33,0.33,0.0,0.33
2015-04-04 08:00:00,0.40000001,0.40000001,0.40000001,0.40000001,0.00181262,0.40000001
2015-04-05 08:00:00,0.34,1.0,0.33000001,0.40000001,11.67144292,0.38903352
2015-04-06 08:00:00,0.34,0.34,0.34,0.34,0.00033086,0.34
2015-04-07 08:00:00,0.34,0.34,0.34,0.34,0.0,0.34
2015-04-08 08:00:00,0.34,0.34,0.34,0.34,0.0,0.34
2015-04-09 08:00:00,0.35,1.0,0.35,0.35,0.0013982,0.4625971
2015-04-10 08:00:00,0.7955,1.0,0.35,0.35,8.18051103,0.78112014
2015-04-11 08:00:00,0.78000099,0.94999999,0.78000099,0.94999999,8.90207246,0.79001432
2015-04-12 08:00:00,0.91999998,0.93999994,0.78,0.78,0.11618841,0.93094777
2015-04-13 08:00:00,0.75,0.78000001,0.75,0.78000001,43.34455062,0.76829011
2015-04-14 08:00:00,0.5,0.75,0.5,0.72,20.34850784,0.71300422
2015-04-15 08:00:00,0.64999999,0.65,0.34000001,0.34000001,2.38185677,0.64800327
2015-04-16 08:00:00,0.72,0.72,0.64999999,0.64999999,0.12591166,0.66283685
2015-04-17 08:00:00,0.72,0.72,0.64999999,0.71999999,4.63566416,0.69630587
2015-04-18 08:00:00,0.34000004,0.71999999,0.34000002,0.34000002,0.05275002,0.43848101
2015-04-19 08:00:00,0.34000004,0.34000004,0.34000004,0.34000004,0.0,0.34000004
2015-04-20 08:00:00,0.34000004,0.34000004,0.34000004,0.34000004,0.00167792,0.34000004
2015-04-21 08:00:00,0.34000005,0.72,0.34000005,0.72,0.09583342,0.50624471
2015-04-22 08:00:00,0.7,0.74999989,0.34000005,0.6,5.27553553,0.74638609
2015-04-23 08:00:00,0.71899999,0.74999987,0.34000003,0.34000005,3.28391944,0.48237253
2015-04-24 08:00:00,0.34000007,0.69,0.34000007,0.34000007,0.15188235,0.3482277
2015-04-25 08:00:00,0.34000007,0.34000007,0.34000007,0.34000007,0.0,0.34000007
2015-04-26 08:00:00,0.34000007,0.34000007,0.34000007,0.34000007,0.0,0.34000007
2015-04-27 08:00:00,0.59,0.59,0.34000005,0.34000006,0.21141025,0.37660488
2015-04-28 08:00:00,0.59,0.59,0.59,0.59,0.0,0.59
2015-04-29 08:00:00,0.34000005,0.59,0.34000005,0.59,0.01276735,0.35367935
2015-04-30 08:00:00,0.34000006,0.34000006,0.34000006,0.34000006,0.01740534,0.34000006
2015-05-01 08:00:00,0.57899666,0.58999666,0.34000006,0.58999666,21.54361067,0.58983702
2015-05-02 08:00:00,0.34000008,0.579,0.34000008,0.57899666,0.44791551,0.57886109
2015-05-03 08:00:00,0.34000008,0.57899655,0.34000008,0.34000008,0.00690199,0.46176251
2015-05-04 08:00:00,0.57899622,0.57899622,0.34000008,0.34000008,1.25775807,0.484466
2015-05-05 08:00:00,0.3400001,0.4,0.3400001,0.3400005,2.26756632,0.36741032
2015-05-06 08:00:00,0.34001322,0.57893989,0.34000282,0.34000282,0.17698562,0.44374264
2015-05-07 08:00:00,0.34002649,0.5789306,0.34002548,0.34002549,0.06875197,0.40295685
2015-05-08 08:00:00,0.52103406,0.57892725,0.34004188,0.57892725,1.41825316,0.56150225
2015-05-09 08:00:00,0.52103406,0.52103406,0.52103405,0.52103405,0.33654646,0.52103405
2015-05-10 08:00:00,0.45000001,0.45000001,0.45000001,0.45000001,0.00238612,0.45000001
2015-05-11 08:00:00,0.4,0.45000001,0.36,0.45000001,0.08188255,0.41192869
2015-05-12 08:00:00,0.57313745,0.57313745,0.40000001,0.40000001,0.00769893,0.49216478
2015-05-13 08:00:00,0.57313745,0.57313745,0.57313745,0.57313745,0.0,0.57313745
2015-05-14 08:00:00,0.41000671,0.57892677,0.4000014,0.51999995,3.70621866,0.45205558
2015-05-15 08:00:00,0.49750667,0.58,0.49750358,0.49999997,12.84159041,0.56167835
2015-05-16 08:00:00,0.63681949,0.63681949,0.56280031,0.56280031,2.03832981,0.61060318
2015-05-17 08:00:00,0.56685025,0.57,0.55998631,0.57,3.04398187,0.56801414
2015-05-18 08:00:00,0.49749997,0.65,0.49749997,0.65,0.04577348,0.54180311
2015-05-19 08:00:00,0.51,0.51000003,0.51,0.51000001,3.39541278,0.51
2015-05-20 08:00:00,0.3060001,0.63997747,0.3060001,0.5,3.71052822,0.39371323
2015-05-21 08:00:00,0.5,0.61779842,0.49995,0.61779841,19.06398931,0.50625668
2015-05-22 08:00:00,0.27955,0.51299999,0.27800118,0.51299999,0.02019555,0.33886466
2015-05-23 08:00:00,0.35000001,0.51298468,0.27950001,0.27955,0.71189444,0.35007853
2015-05-24 08:00:00,0.49998917,0.49998936,0.27950001,0.35000002,3.73070526,0.43604971
2015-05-25 08:00:00,0.49998915,0.49998916,0.2780012,0.2780012,4.50155486,0.39838142
2015-05-26 08:00:00,0.40000001,0.49998434,0.4,0.46000644,18.68230222,0.46679522
2015-05-27 08:00:00,0.40000001,0.40000001,0.40000001,0.40000001,0.00031742,0.40000001
2015-05-28 08:00:00,0.40000001,0.40000001,0.40000001,0.40000001,0.019256,0.40000001
